Herança_de_lágrimas	56206	LopSou	PT	1871	1870	56206	100.00
Coração_Cabeça_e_Estômago	56069	CamCBra	PT	1862	1860	56069	100.00
Crônica_del-Rei_D_Diniz	55925	RuydPin	PT	1440	1440	55925	100.00
Elvenda,_ou_Conquista_de_Coimbra_por_Fernando_Magno	55697	ManCPCou	PT	1858	1850	55697	100.00
O_Manuelinho_de_Évora	55560	AntFBar	PT	1873	1870	55560	100.00
Coisas_Espantosas	55445	CamCBra	PT	1862	1860	55445	100.00
Da_Monarquia_Lusitana	55361	BerBri	PT	1569	1560	55361	100.00
Os_Pescadores	55271	RauBra	PT	1923	1920	55271	100.00
Doze_Casamentos_Felizes	55240	CamCBra	PT	1861	1860	55240	100.00
A_Doida_do_Candal	55148	CamCBra	PT	1867	1860	55148	100.00
Nova_Sapho:_Tragedia_Extranha	55063	VisVil	PT	1911	1910	55063	100.00
A_descoberta_e_conquista_da_Índia_pelos_portugueses:_romance_historico	54912	LobAvi	PT	1898	1890	54912	100.00
Os_Pobres	54723	RauBra	PT	1906	1900	54723	100.00
Obras_Completas_Tomo_XI	54640	FilEli	PT	1800	1800	54640	100.00
Memórias_do_Cárcere_II	54503	CamCBra	PT	1862	1860	54503	100.00
Úrsula	54371	MFdR	BR	1859	1850	54371	100.00
O_médico_do_deserto	54130	JosJRBas	PT	1864	1860	54130	100.00
Décadas	54006	DiodCou	PT	1542	1540	54006	100.00
Esteiros	53973	SoePGom	PT	1941	1940	53973	100.00
O_Sacrifício	53817	FraTav	BR	1879	1870	53817	100.00
Crônica_del-Rei_Dom_João_I	53731	FerLop	PT	1380	1380	53731	100.00
Poesias	53665	SoadPas	PT	1856	1850	53665	100.00
Teatro,_Almeida_Garret	53307	AlmGar	PT	1799	1790	53307	100.00
A_Farsa	53134	RauBra	PT	1903	1900	53134	100.00
Versos_Tomo_IV	53062	FilEli	PT	1817	1810	53062	100.00
Vale_de_Josafá	53010	HumCam	BR	1918	1910	53010	100.00
Aventuras_de_Basílio_Fernandes_Enxertado	52752	CamCBra	PT	1863	1860	52752	100.00
Livro_Negro_de_Padre_Dinis_II	52260	CamCBra	PT	1855	1850	52260	100.00
A_Marquesa_de_Vale_Negro	52251	MarONei	PT	1914	1910	52251	100.00
Uma_Campanha_Alegre_II	51924	EcaQue	PT	1891	1890	51924	100.00
O_ermitão_do_Muquém	51918	BerGui	BR	1868	1860	51918	100.00
Adelina	51751	AnaPla	PT	1863	1860	51751	100.00
As_Praias_de_Portugal._Guia_do_Banhista_e_do_Viajante	51735	RamOrt	PT	1876	1870	51735	100.00
O_touro_negro	51257	AluAze	BR	1938	1930	51257	100.00
Arzila:_Romance_do_Século_XV	50951	BerPPin	PT	1862	1860	50951	100.00
O_exilado	50927	MauFig	PT	1900	1900	50927	100.00
Novelas_Doidas	50842	VirCor	BR	1921	1920	50842	100.00
Grãos_de_mostarda	50747	HumCam	BR	1926	1920	50747	100.00
A_bruxa:_cenas_açorianas	50696	AugLou	PT	1901	1900	50696	100.00
O_garimpeiro	50609	BerGui	BR	1972	1970	50609	100.00
Livro_Negro_de_Padre_Dinis_I	50329	CamCBra	PT	1855	1850	50329	100.00
A_história_de_Dona_Redonda_e_da_sua_gente	50085	VirCA	PT	1941	1940	50085	100.00
Macunaíma	50050	MardAnd	BR	1928	1920	50050	100.00
Memorial_de_um_passageiro_de_bonde	49916	AmaAma	BR	1938	1930	49916	100.00
Tentação	49683	AdoCam	BR	1896	1890	49683	100.00
Tentacao	49617	AdoCam	BR	1896	1890	49617	100.00
Contrastes_e_Confrontos	49127	EucCun	BR	1866	1860	49127	100.00
O_Que_Fazem_Mulheres	49047	CamCBra	PT	1858	1850	49047	100.00
Textos_varios_Parte_1	48956	GreMat	BR	1650	1650	48956	100.00
Esfinge	48431	CoeNet	BR	1908	1900	48431	100.00
Arca_açoriana	48282	AlmCAnd	BR	1984	1980	48282	100.00
Contos_fantásticos	47864	TeoBra	PT	1865	1860	47864	100.00
A_capital_federal	47480	CoeNet	BR	1915	1910	47480	100.00
Poesias_de_Julio_Dinis	47227	JulDin	PT	1873	1870	47227	100.00
A_retirada_da_Laguna,_narrativa_de_campanha	46697	VisTau	BR	1874	1870	46697	100.00
Paisagens_da_China_e_do_Japão	46414	VenMor	PT	1906	1900	46414	100.00
O_cacaolista:_scenas_da_vida_do_Amazonas	46296	IngSou	BR	1899	1890	46296	100.00
O_Brasileiro_Soares	46225	LuiMag	PT	1886	1880	46225	100.00
A_cidade_maravilhosa	46033	CoeNet	BR	1928	1920	46033	100.00
O_Bom-Crioulo	45883	AdoCam	BR	1895	1890	45883	100.00
Contos	45856	JoadCam	PT	1900	1900	31603	68.92
Contos	45856	MandOPai	BR	1888	1880	14253	68.92
