comunidad_autonoma,provincia,poblacion,lat,lng
Navarra,Navarra,Bertizarana,43.13411,-1.627507
Navarra,Navarra,Betelu,43.02534,-1.980945
Navarra,Navarra,Bidaurreta,42.77467,-1.836097
Navarra,Navarra,Biurrun-Olcoz,42.69229,-1.678763
Navarra,Navarra,Buñuel,41.98046,-1.443253
Navarra,Navarra,Burgui/Burgi,42.72029,-1.00419
Navarra,Navarra,Burlada/Burlata,42.826,-1.615548
Navarra,Navarra,Busto (El),42.55075,-2.243561
Navarra,Navarra,Cabanillas,42.03139,-1.525195
Navarra,Navarra,Cabredo,42.62925,-2.413018
Navarra,Navarra,Cadreita,42.21754,-1.695602
Navarra,Navarra,Caparroso,42.34153,-1.649788
Navarra,Navarra,Cárcar,42.39011,-1.971613
Navarra,Navarra,Carcastillo,42.3798,-1.444428
Navarra,Navarra,Cascante,41.99897,-1.679192
Navarra,Navarra,Cáseda,42.52327,-1.367427
Navarra,Navarra,Castejón,42.16784,-1.690636
Navarra,Navarra,Castillonuevo,42.67852,-1.044187
Navarra,Navarra,Cendea de Olza/Oltza Zendea,42.80423,-1.694407
Navarra,Navarra,Cintruénigo,42.08046,-1.805008
Navarra,Navarra,Cirauqui,42.67577,-1.891569
Navarra,Navarra,Ciriza,42.79063,-1.826934
Navarra,Navarra,Cizur,42.78771,-1.676974
Navarra,Navarra,Corella,42.11428,-1.784595
Navarra,Navarra,Cortes,41.91969,-1.421934
Navarra,Navarra,Desojo,42.58708,-2.273536
Navarra,Navarra,Dicastillo,42.59589,-2.028451
Navarra,Navarra,Donamaria,43.11666,-1.666667
Navarra,Navarra,Doneztebe/Santesteban,43.13093,-1.668722
Navarra,Navarra,Echarri,42.78057,-1.826431
Navarra,Navarra,Egüés,42.82426,-1.552572
Navarra,Navarra,Elgorriaga,43.13913,-1.688063
Navarra,Navarra,Enériz,42.67083,-1.728613
Navarra,Navarra,Eratsun,43.08351,-1.796789
Navarra,Navarra,Ergoiena,42.87528,-2.023889
Navarra,Navarra,Erro,42.94243,-1.447209
Navarra,Navarra,Eslava,42.5647,-1.458623
Navarra,Navarra,Esparza de Salazar/Espartza Zaraitzu,42.85387,-1.100172
Navarra,Navarra,Espronceda,42.59675,-2.305045
Navarra,Navarra,Estella/Lizarra,42.67093,-2.031197
Navarra,Navarra,Esteribar,42.95,-1.533333
Navarra,Navarra,Etayo,42.61776,-2.155921
Navarra,Navarra,Etxalar,43.23387,-1.637286
Navarra,Navarra,Etxarri-Aranatz,42.90774,-2.064756
Navarra,Navarra,Etxauri,42.7942,-1.791637
Navarra,Navarra,Eulate,42.77654,-2.208038
Navarra,Navarra,Ezcabarte,42.851,-1.621
Navarra,Navarra,Ezcároz/Ezkaroze,42.88765,-1.097649
Navarra,Navarra,Ezkurra,43.08465,-1.82525
Navarra,Navarra,Ezprogui,42.58333,-1.416667
Navarra,Navarra,Falces,42.38772,-1.794073
Navarra,Navarra,Fitero,42.05658,-1.857999
Navarra,Navarra,Fontellas,42.02809,-1.57567
Navarra,Navarra,Funes,42.31392,-1.802981
Navarra,Navarra,Fustiñana,42.0199,-1.486246
Navarra,Navarra,Galar,42.76156,-1.699125
Navarra,Navarra,Gallipienzo,42.52393,-1.409592
Navarra,Navarra,Gallués/Galoze,42.78402,-1.095836
Navarra,Navarra,Garaioa,42.92982,-1.244181
Navarra,Navarra,Garde,42.78862,-0.924175
Navarra,Navarra,Garínoain,42.60081,-1.644067
Navarra,Navarra,Garralda,42.94818,-1.286497
Navarra,Navarra,Genevilla,42.64478,-2.391769
Navarra,Navarra,Goizueta,43.17105,-1.864216
Navarra,Navarra,Goñi,42.85199,-1.903221
Navarra,Navarra,Güesa/Gorza,42.80645,-1.095125
Navarra,Navarra,Guesálaz,42.75,-1.917
Navarra,Navarra,Guirguillano,42.71777,-1.877828
Navarra,Navarra,Hiriberri/Villanueva de Aezkoa,42.94518,-1.23044
Navarra,Navarra,Huarte/Uharte,42.83154,-1.590709
Navarra,Navarra,Ibargoiti,42.68056,-1.467222
Navarra,Navarra,Igantzi,43.22575,-1.699339
Navarra,Navarra,Igúzquiza,42.64522,-2.084984
Navarra,Navarra,Imotz,42.967,-1.783
Navarra,Navarra,Irañeta,42.9229,-1.945243
Navarra,Navarra,Irurtzun,42.91966,-1.8282
Navarra,Navarra,Isaba/Izaba,42.86159,-0.9234196
Navarra,Navarra,Ituren,43.12894,-1.707117
Navarra,Navarra,Iturmendi,42.88948,-2.118865
Navarra,Navarra,Iza,42.83689,-1.729486
Navarra,Navarra,Izagaondoa,42.753,-1.421
Navarra,Navarra,Izalzu/Itzaltzu,42.91353,-1.053661
Navarra,Navarra,Jaurrieta,42.88721,-1.136416
Navarra,Navarra,Javier,42.59081,-1.20881
Navarra,Navarra,Juslapeña,42.89875,-1.694989
Navarra,Navarra,Lakuntza,42.92131,-2.023261
Navarra,Navarra,Lana,42.706,-2.247
Navarra,Navarra,Lantz,42.9982,-1.620193
Navarra,Navarra,Lapoblación,42.60503,-2.459554
Navarra,Navarra,Larraga,42.55874,-1.848682
Navarra,Navarra,Larraona,42.77948,-2.25731
Navarra,Navarra,Larraun,42.9934,-1.939244
Navarra,Navarra,Lazagurría,42.4927,-2.24049
Navarra,Navarra,Leache,42.60708,-1.40691
Navarra,Navarra,Legarda,42.71169,-1.772264
Navarra,Navarra,Legaria,42.64911,-2.173456
Navarra,Navarra,Leitza,43.07879,-1.914608
Navarra,Navarra,Lekunberri,43.0013,-1.891916
Navarra,Navarra,Leoz,42.64524,-1.519539
Navarra,Navarra,Lerga,42.56644,-1.500859
Navarra,Navarra,Lerín,42.48297,-1.972567
Navarra,Navarra,Lesaka,43.24679,-1.703853
Navarra,Navarra,Lezáun,42.77801,-1.994227
Navarra,Navarra,Liédena,42.6189,-1.275538
Navarra,Navarra,Lizoáin,42.79815,-1.467238
Navarra,Navarra,Lodosa,42.42459,-2.078364
Navarra,Navarra,Lónguida/Longida,42.75722,-1.385556
Navarra,Navarra,Lumbier,42.65289,-1.307247
Navarra,Navarra,Luquin,42.61172,-2.099288
Navarra,Navarra,Luzaide/Valcarlos,43.09192,-1.302452
Navarra,Navarra,Mañeru,42.66977,-1.86277
Navarra,Navarra,Marañón,42.62965,-2.439308
Navarra,Navarra,Marcilla,42.32644,-1.739259
Navarra,Navarra,Mélida,42.35847,-1.548073
Navarra,Navarra,Mendavia,42.44454,-2.2009
Navarra,Navarra,Mendaza,42.64162,-2.234998
Navarra,Navarra,Mendigorría,42.62843,-1.835484
Navarra,Navarra,Metauten,42.67667,-2.129596
Navarra,Navarra,Milagro,42.24124,-1.763065
Navarra,Navarra,Mirafuentes,42.62218,-2.278983
Navarra,Navarra,Miranda de Arga,42.48354,-1.82951
Navarra,Navarra,Monreal,42.70464,-1.506409
Navarra,Navarra,Monteagudo,41.96272,-1.692299
Navarra,Navarra,Morentin,42.61279,-2.013619
Navarra,Navarra,Mues,42.60636,-2.226478
Navarra,Navarra,Murchante,42.03039,-1.653715
Navarra,Navarra,Murieta,42.65601,-2.154553
Navarra,Navarra,Murillo el Cuende,42.3978,-1.629983
Navarra,Navarra,Murillo el Fruto,42.3926,-1.461822
Navarra,Navarra,Muruzábal,42.68972,-1.770907
Navarra,Navarra,Navascués,42.71852,-1.116588
Navarra,Navarra,Nazar,42.63671,-2.279646
Navarra,Navarra,Noáin (Valle de Elorz)/Noain (Elortzibar),42.7599,-1.633801
Navarra,Navarra,Obanos,42.67956,-1.785792
Navarra,Navarra,Ochagavía/Otsagabia,42.90578,-1.090726
Navarra,Navarra,Oco,42.63827,-2.164585
Navarra,Navarra,Odieta,42.94,-1.638
Navarra,Navarra,Oitz,43.10935,-1.685726
Navarra,Navarra,Olaibar,42.886,-1.603
Navarra,Navarra,Olazti/Olazagutía,42.87633,-2.197067
Navarra,Navarra,Olejua,42.62326,-2.141197
Navarra,Navarra,Olite,42.48148,-1.651641
Navarra,Navarra,Ollo,42.86711,-1.858877
Navarra,Navarra,Olóriz,42.63547,-1.612838
Navarra,Navarra,Orbaitzeta,42.97443,-1.2294
Navarra,Navarra,Orbara,42.96646,-1.241657
Navarra,Navarra,Orísoain,42.60114,-1.603631
Navarra,Navarra,Orkoien,42.8228,-1.702052
Navarra,Navarra,Oronz/Orontze,42.86818,-1.096854
Navarra,Navarra,Oroz-Betelu,42.89537,-1.304438
Navarra,Navarra,Orreaga/Roncesvalles,43.00944,-1.319766
Navarra,Navarra,Oteiza,42.61991,-1.95315
Navarra,Navarra,Pamplona/Iruña,42.81721,-1.646767
Navarra,Navarra,Peralta,42.33884,-1.797463
Navarra,Navarra,Petilla de Aragón,42.46149,-1.092859
Navarra,Navarra,Piedramillera,42.63192,-2.203634
Navarra,Navarra,Pitillas,42.422,-1.622338
Navarra,Navarra,Puente la Reina/Gares,42.67213,-1.815331
Navarra,Navarra,Pueyo,42.56591,-1.647855
Navarra,Navarra,Ribaforada,41.99684,-1.511305
Navarra,Navarra,Romanzado,42.68146,-1.231362
Navarra,Navarra,Roncal/Erronkari,42.80754,-0.9558963
Navarra,Navarra,Sada,42.58585,-1.397875
Navarra,Navarra,Saldías,43.08857,-1.781005
Navarra,Navarra,Salinas de Oro,42.77519,-1.88998
Navarra,Navarra,San Adrián,42.33271,-1.933409
Navarra,Navarra,San Martín de Unx,42.52383,-1.561407
Navarra,Navarra,Sangüesa/Zangoza,42.57694,-1.285476
Navarra,Navarra,Sansol,42.55363,-2.267601
Navarra,Navarra,Santacara,42.37534,-1.553171
Navarra,Navarra,Sarriés/Sartze,42.83516,-1.100333
Navarra,Navarra,Sartaguda,42.38142,-2.058642
Navarra,Navarra,Sesma,42.4778,-2.083364
Navarra,Navarra,Sorlada,42.61526,-2.215357
Navarra,Navarra,Sunbilla,43.16499,-1.67044
Navarra,Navarra,Tafalla,42.53033,-1.674269
Navarra,Navarra,Tiebas-Muruarte de Reta,42.69312,-1.640636
Navarra,Navarra,Tirapu,42.65747,-1.702654
Navarra,Navarra,Torralba del Río,42.60806,-2.331271
Navarra,Navarra,Torres del Río,42.55206,-2.271269
Navarra,Navarra,Tudela,42.06388,-1.605718
Navarra,Navarra,Tulebras,41.97674,-1.676432
Navarra,Navarra,Ucar,42.67572,-1.706602
Navarra,Navarra,Uharte-Arakil,42.92068,-1.969659
Navarra,Navarra,Ujué,42.50721,-1.499354
Navarra,Navarra,Ultzama,43,-1.678056
Navarra,Navarra,Unciti,42.74726,-1.502249
Navarra,Navarra,Unzué,42.65227,-1.625873
Navarra,Navarra,Urdazubi/Urdax,43.26653,-1.503896
Navarra,Navarra,Urdiain,42.88711,-2.136436
Navarra,Navarra,Urraul Alto,42.77569,-1.247821
Navarra,Navarra,Urraul Bajo,42.714,-1.323
Navarra,Navarra,Urrotz,43.10044,-1.707319
Navarra,Navarra,Urroz-Villa,42.77863,-1.458369
Navarra,Navarra,Urzainqui/Urzainki,42.83205,-0.9444442
Navarra,Navarra,Uterga,42.71005,-1.75952
Navarra,Navarra,Uztárroz/Uztarroze,42.89209,-0.940819
Navarra,Navarra,Valle de Yerri/Deierri,42.71667,-2
Navarra,Navarra,Valtierra,42.19593,-1.63384
Navarra,Navarra,Viana,42.51513,-2.371608
Navarra,Navarra,Vidángoz/Bidankoze,42.80064,-1.014815
Navarra,Navarra,Villafranca,42.2793,-1.750145
Navarra,Navarra,Villamayor de Monjardín,42.6288,-2.104801
Navarra,Navarra,Villatuerta,42.6594,-1.993951
Navarra,Navarra,Villava/Atarrabia,42.83096,-1.608811
Navarra,Navarra,Yesa,42.6195,-1.203681
Navarra,Navarra,Zabalza,42.77918,-1.798546
Navarra,Navarra,Ziordia,42.87082,-2.228952
Navarra,Navarra,Zizur Mayor/Zizur Nagusia,42.7868,-1.690832
Navarra,Navarra,Zubieta,43.12394,-1.742113
Navarra,Navarra,Zugarramurdi,43.26936,-1.541245
Navarra,Navarra,Zúñiga,42.69436,-2.302436
País Vasco,Álava,Alegría-Dulantzi,42.84149,-2.513507
País Vasco,Álava,Amurrio,43.05265,-3.001022
País Vasco,Álava,Añana,42.80235,-2.982607
País Vasco,Álava,Aramaio,43.054,-2.566
País Vasco,Álava,Armiñón,42.72305,-2.872574
País Vasco,Álava,Arraia-Maeztu,42.73981,-2.44598
País Vasco,Álava,Arrazua-Ubarrundia,42.89028,-2.639167
País Vasco,Álava,Artziniega,43.1222,-3.128209
País Vasco,Álava,Asparrena,42.89567,-2.321
País Vasco,Álava,Ayala/Aiara,43.08333,-3.063056
País Vasco,Álava,Baños de Ebro/Mañueta,42.53029,-2.679144
País Vasco,Álava,Barrundia,42.91669,-2.491817
País Vasco,Álava,Berantevilla,42.68245,-2.860401
País Vasco,Álava,Bernedo,42.62669,-2.497532
País Vasco,Álava,Campezo/Kanpezu,42.69194,-2.37
País Vasco,Álava,Elburgo/Burgelu,42.84956,-2.544762
País Vasco,Álava,Elciego,42.51507,-2.618277
País Vasco,Álava,Elvillar/Bilar,42.5705,-2.544915
País Vasco,Álava,Erriberagoitia/Ribera Alta,42.71577,-2.968477
País Vasco,Álava,Harana/Valle de Arana,42.75673,-2.321858
País Vasco,Álava,Iruña Oka/Iruña de Oca,42.81917,-2.807778
País Vasco,Álava,Iruraiz-Gauna,42.82207,-2.495043
País Vasco,Álava,Kripan,42.59167,-2.516079
País Vasco,Álava,Kuartango,42.87139,-2.885556
País Vasco,Álava,Labastida/Bastida,42.59042,-2.793166
País Vasco,Álava,Lagrán,42.6264,-2.58382
País Vasco,Álava,Laguardia,42.55428,-2.584237
País Vasco,Álava,Lanciego/Lantziego,42.56262,-2.513204
País Vasco,Álava,Lantarón,42.75667,-2.987556
País Vasco,Álava,Lapuebla de Labarca,42.49467,-2.575167
País Vasco,Álava,Laudio/Llodio,43.14333,-2.962985
País Vasco,Álava,Legutiano,42.97782,-2.642724
País Vasco,Álava,Leza,42.56607,-2.633635
País Vasco,Álava,Moreda de Álava,42.52802,-2.40767
País Vasco,Álava,Navaridas,42.54517,-2.624532
País Vasco,Álava,Okondo,43.16222,-3.018889
País Vasco,Álava,Oyón-Oion,42.50614,-2.436965
País Vasco,Álava,Peñacerrada-Urizaharra,42.6441,-2.713375
País Vasco,Álava,Ribera Baja/Erribera Beitia,42.71267,-2.918541
País Vasco,Álava,Salvatierra/Agurain,42.85244,-2.389455
País Vasco,Álava,Samaniego,42.56983,-2.680185
País Vasco,Álava,San Millán/Donemiliaga,42.87472,-2.376111
País Vasco,Álava,Urkabustaiz,42.97194,-2.922222
País Vasco,Álava,Valdegovía/Gaubea,42.85,-3.1
País Vasco,Álava,Villabuena de Álava/Eskuernaga,42.54872,-2.665456
País Vasco,Álava,Vitoria-Gasteiz,42.84641,-2.667893
País Vasco,Álava,Yécora/Iekora,42.5693,-2.470064
País Vasco,Álava,Zalduondo,42.88563,-2.347254
País Vasco,Álava,Zambrana,42.65998,-2.879353
País Vasco,Álava,Zigoitia,42.9682,-2.7183
País Vasco,Álava,Zuia,42.98167,-2.844
País Vasco,Guipúzcoa,Abaltzisketa,43.04758,-2.105388
País Vasco,Guipúzcoa,Aduna,43.20379,-2.050079
País Vasco,Guipúzcoa,Aia,43.23692,-2.149008
País Vasco,Guipúzcoa,Aizarnazabal,43.25541,-2.236461
País Vasco,Guipúzcoa,Albiztur,43.12972,-2.13718
País Vasco,Guipúzcoa,Alegia,43.10002,-2.096273
País Vasco,Guipúzcoa,Alkiza,43.17244,-2.109436
País Vasco,Guipúzcoa,Altzaga,43.06449,-2.153833
País Vasco,Guipúzcoa,Altzo,43.10007,-2.083905
País Vasco,Guipúzcoa,Amezketa,43.04452,-2.083235
País Vasco,Guipúzcoa,Andoain,43.22048,-2.021122
País Vasco,Guipúzcoa,Anoeta,43.16147,-2.070695
País Vasco,Guipúzcoa,Antzuola,43.09944,-2.381747
País Vasco,Guipúzcoa,Arama,43.06364,-2.165558
País Vasco,Guipúzcoa,Aretxabaleta,43.03625,-2.504542
País Vasco,Guipúzcoa,Arrasate/Mondragón,43.06451,-2.487716
País Vasco,Guipúzcoa,Asteasu,43.1952,-2.097548
País Vasco,Guipúzcoa,Astigarraga,43.28065,-1.94756
País Vasco,Guipúzcoa,Ataun,43,-2.166667
País Vasco,Guipúzcoa,Azkoitia,43.1782,-2.31164
País Vasco,Guipúzcoa,Azpeitia,43.1839,-2.265466
País Vasco,Guipúzcoa,Baliarrain,43.06931,-2.129235
País Vasco,Guipúzcoa,Beasain,43.04708,-2.204605
País Vasco,Guipúzcoa,Beizama,43.13419,-2.200113
País Vasco,Guipúzcoa,Belauntza,43.13528,-2.050705
País Vasco,Guipúzcoa,Berastegi,43.12403,-1.979426
País Vasco,Guipúzcoa,Bergara,43.11822,-2.413358
País Vasco,Guipúzcoa,Berrobi,43.14548,-2.026374
País Vasco,Guipúzcoa,Bidegoian,43.13968,-2.169585
País Vasco,Guipúzcoa,Deba,43.29556,-2.353894
País Vasco,Guipúzcoa,Donostia-San Sebastián,43.32074,-1.984421
País Vasco,Guipúzcoa,Eibar,43.18418,-2.473289
País Vasco,Guipúzcoa,Elduain,43.14071,-2.000488
País Vasco,Guipúzcoa,Elgeta,43.13657,-2.487392
País Vasco,Guipúzcoa,Elgoibar,43.21519,-2.415703
País Vasco,Guipúzcoa,Errenteria,43.31275,-1.899633
País Vasco,Guipúzcoa,Errezil,43.16467,-2.173594
País Vasco,Guipúzcoa,Eskoriatza,43.01707,-2.52698
País Vasco,Guipúzcoa,Ezkio-Itsaso,43.08194,-2.274167
País Vasco,Guipúzcoa,Gabiria,43.04969,-2.279856
País Vasco,Guipúzcoa,Gaintza,43.05263,-2.13237
País Vasco,Guipúzcoa,Gaztelu,43.11658,-2.022278
País Vasco,Guipúzcoa,Getaria,43.30326,-2.204363
País Vasco,Guipúzcoa,Hernani,43.26755,-1.975814
País Vasco,Guipúzcoa,Hernialde,43.15447,-2.085025
País Vasco,Guipúzcoa,Hondarribia,43.36253,-1.791498
País Vasco,Guipúzcoa,Ibarra,43.054,-2.566
País Vasco,Guipúzcoa,Idiazabal,43.01178,-2.234214
País Vasco,Guipúzcoa,Ikaztegieta,43.09496,-2.1239
País Vasco,Guipúzcoa,Irun,43.33823,-1.789272
País Vasco,Guipúzcoa,Irura,43.16569,-2.069617
País Vasco,Guipúzcoa,Itsasondo,43.06693,-2.167393
País Vasco,Guipúzcoa,Larraul,43.18774,-2.102534
País Vasco,Guipúzcoa,Lasarte-Oria,43.26746,-2.020169
País Vasco,Guipúzcoa,Lazkao,43.03432,-2.187379
País Vasco,Guipúzcoa,Leaburu,43.12498,-2.052106
País Vasco,Guipúzcoa,Legazpi,43.05436,-2.333641
País Vasco,Guipúzcoa,Legorreta,43.08579,-2.150909
País Vasco,Guipúzcoa,Leintz-Gatzaga,42.98711,-2.568626
País Vasco,Guipúzcoa,Lezo,43.32113,-1.898775
País Vasco,Guipúzcoa,Lizartza,43.10372,-2.034254
País Vasco,Guipúzcoa,Mendaro,43.26417,-2.3755
País Vasco,Guipúzcoa,Mutiloa,43.02238,-2.272826
País Vasco,Guipúzcoa,Mutriku,43.30707,-2.385083
País Vasco,Guipúzcoa,Oiartzun,43.29928,-1.857874
País Vasco,Guipúzcoa,Olaberria,43.02708,-2.203089
País Vasco,Guipúzcoa,Oñati,43.03289,-2.411348
País Vasco,Guipúzcoa,Ordizia,43.0542,-2.178116
País Vasco,Guipúzcoa,Orendain,43.07972,-2.11429
País Vasco,Guipúzcoa,Orexa,43.09388,-2.011392
País Vasco,Guipúzcoa,Orio,43.27832,-2.126597
País Vasco,Guipúzcoa,Ormaiztegi,43.04274,-2.255848
País Vasco,Guipúzcoa,Pasaia,43.32528,-1.921111
País Vasco,Guipúzcoa,Segura,43.00922,-2.252519
País Vasco,Guipúzcoa,Soraluze/Placencia de las Armas,43.17543,-2.412494
País Vasco,Guipúzcoa,Tolosa,43.13698,-2.073914
País Vasco,Guipúzcoa,Urnieta,43.2482,-1.990517
País Vasco,Guipúzcoa,Urretxu,43.09228,-2.314383
País Vasco,Guipúzcoa,Usurbil,43.27138,-2.049934
País Vasco,Guipúzcoa,Villabona,43.18995,-2.052454
País Vasco,Guipúzcoa,Zaldibia,43.03796,-2.150894
País Vasco,Guipúzcoa,Zarautz,43.28036,-2.171588
País Vasco,Guipúzcoa,Zegama,42.97568,-2.290072
País Vasco,Guipúzcoa,Zerain,43.01212,-2.274118
País Vasco,Guipúzcoa,Zestoa,43.23944,-2.258113
País Vasco,Guipúzcoa,Zizurkil,43.19952,-2.074074
País Vasco,Guipúzcoa,Zumaia,43.29726,-2.256849
País Vasco,Guipúzcoa,Zumarraga,43.09048,-2.31322
País Vasco,Vizcaya,Abadiño,43.15,-2.610278
País Vasco,Vizcaya,Abanto y Ciérvana-Abanto Zierbena,43.31688,-3.087678
País Vasco,Vizcaya,Ajangiz,43.301,-2.671
País Vasco,Vizcaya,Alonsotegi,43.24519,-2.988702
País Vasco,Vizcaya,Amorebieta-Etxano,43.2205,-2.733236
País Vasco,Vizcaya,Amoroto,43.3285,-2.5125
País Vasco,Vizcaya,Arakaldo,43.14955,-2.925086
País Vasco,Vizcaya,Arantzazu,43.1529,-2.79043
País Vasco,Vizcaya,Areatza,43.12108,-2.767771
País Vasco,Vizcaya,Arrankudiaga,43.1735,-2.917886
País Vasco,Vizcaya,Arratzu,43.31167,-2.638611
País Vasco,Vizcaya,Arrieta,43.34036,-2.769799
País Vasco,Vizcaya,Arrigorriaga,43.20752,-2.887839
País Vasco,Vizcaya,Artea,43.13372,-2.784141
País Vasco,Vizcaya,Artzentales,43.24055,-3.241389
País Vasco,Vizcaya,Atxondo,43.13034,-2.585079
País Vasco,Vizcaya,Aulesti,43.29609,-2.563355
País Vasco,Vizcaya,Bakio,43.42778,-2.811389
País Vasco,Vizcaya,Balmaseda,43.19287,-3.196942
País Vasco,Vizcaya,Barakaldo,43.29683,-2.985259
País Vasco,Vizcaya,Barrika,43.40638,-2.962425
País Vasco,Vizcaya,Basauri,43.23333,-2.883333
País Vasco,Vizcaya,Bedia,43.20937,-2.804965
País Vasco,Vizcaya,Berango,43.3659,-2.996356
País Vasco,Vizcaya,Bermeo,43.42042,-2.722158
País Vasco,Vizcaya,Berriatua,43.31667,-2.466667
País Vasco,Vizcaya,Berriz,43.18817,-2.593
País Vasco,Vizcaya,Bilbao,43.25696,-2.923441
País Vasco,Vizcaya,Busturia,43.383,-2.697
País Vasco,Vizcaya,Derio,43.302,-2.881833
País Vasco,Vizcaya,Dima,43.14339,-2.751464
País Vasco,Vizcaya,Durango,43.16907,-2.632655
País Vasco,Vizcaya,Ea,43.38013,-2.585593
País Vasco,Vizcaya,Elantxobe,43.40342,-2.6398
País Vasco,Vizcaya,Elorrio,43.13039,-2.542155
País Vasco,Vizcaya,Erandio,43.30746,-2.946418
País Vasco,Vizcaya,Ereño,43.35695,-2.621667
País Vasco,Vizcaya,Ermua,43.18664,-2.502607
País Vasco,Vizcaya,Errigoiti,43.31871,-2.725344
País Vasco,Vizcaya,Etxebarri,43.24718,-2.890139
País Vasco,Vizcaya,Etxebarria,43.25415,-2.477354
País Vasco,Vizcaya,Forua,43.33371,-2.678589
País Vasco,Vizcaya,Fruiz,43.32889,-2.783333
País Vasco,Vizcaya,Galdakao,43.23056,-2.845833
País Vasco,Vizcaya,Galdames,43.266,-3.094
País Vasco,Vizcaya,Gamiz-Fika,43.31173,-2.810701
País Vasco,Vizcaya,Garai,43.19472,-2.609722
País Vasco,Vizcaya,Gatika,43.36389,-2.871944
País Vasco,Vizcaya,Gautegiz Arteaga,43.3531,-2.650985
País Vasco,Vizcaya,Gernika-Lumo,43.31707,-2.678975
País Vasco,Vizcaya,Getxo,43.36229,-3.012567
País Vasco,Vizcaya,Gizaburuaga,43.33222,-2.536111
País Vasco,Vizcaya,Gordexola,43.17989,-3.071129
País Vasco,Vizcaya,Gorliz,43.41667,-2.933333
País Vasco,Vizcaya,Güeñes,43.21032,-3.095317
País Vasco,Vizcaya,Ibarrangelu,43.39022,-2.633802
País Vasco,Vizcaya,Igorre,43.16583,-2.776111
País Vasco,Vizcaya,Ispaster,43.36295,-2.544635
País Vasco,Vizcaya,Iurreta,43.1767,-2.633777
País Vasco,Vizcaya,Izurtza,43.15227,-2.641978
País Vasco,Vizcaya,Karrantza Harana/Valle de Carranza,43.22528,-3.359444
País Vasco,Vizcaya,Kortezubi,43.33598,-2.654319
País Vasco,Vizcaya,Lanestosa,43.22117,-3.439148
País Vasco,Vizcaya,Larrabetzu,43.26097,-2.796175
País Vasco,Vizcaya,Laukiz,43.35333,-2.906111
País Vasco,Vizcaya,Leioa,43.3261,-2.987704
País Vasco,Vizcaya,Lekeitio,43.36551,-2.503344
País Vasco,Vizcaya,Lemoa,43.20876,-2.774117
País Vasco,Vizcaya,Lemoiz,43.41324,-2.902253
País Vasco,Vizcaya,Lezama,43.27217,-2.832167
País Vasco,Vizcaya,Loiu,43.315,-2.938333
País Vasco,Vizcaya,Mallabia,43.18965,-2.529969
País Vasco,Vizcaya,Mañaria,43.13749,-2.661135
País Vasco,Vizcaya,Markina-Xemein,43.2706,-2.497155
País Vasco,Vizcaya,Maruri-Jatabe,43.38277,-2.874989
País Vasco,Vizcaya,Meñaka,43.36446,-2.801795
País Vasco,Vizcaya,Mendata,43.28333,-2.633333
País Vasco,Vizcaya,Mendexa,43.34639,-2.483333
País Vasco,Vizcaya,Morga,43.29793,-2.752739
País Vasco,Vizcaya,Mundaka,43.40733,-2.698322
País Vasco,Vizcaya,Mungia,43.35441,-2.846714
País Vasco,Vizcaya,Munitibar-Arbatzegi Gerrikaitz,43.26533,-2.591845
País Vasco,Vizcaya,Murueta,43.35446,-2.684153
País Vasco,Vizcaya,Muskiz,43.31667,-3.116667
País Vasco,Vizcaya,Muxika,43.28967,-2.692941
País Vasco,Vizcaya,Nabarniz,43.3216,-2.5844
País Vasco,Vizcaya,Ondarroa,43.3207,-2.420475
País Vasco,Vizcaya,Orozko,43.10861,-2.911111
País Vasco,Vizcaya,Ortuella,43.31137,-3.055952
País Vasco,Vizcaya,Otxandio,43.04045,-2.654584
País Vasco,Vizcaya,Plentzia,43.40443,-2.950102
País Vasco,Vizcaya,Portugalete,43.32066,-3.020252
País Vasco,Vizcaya,Santurtzi,43.32871,-3.031772
País Vasco,Vizcaya,Sestao,43.30964,-3.00694
País Vasco,Vizcaya,Sondika,43.30047,-2.924341
País Vasco,Vizcaya,Sopelana,43.37892,-2.983002
País Vasco,Vizcaya,Sopuerta,43.26278,-3.1525
País Vasco,Vizcaya,Sukarrieta,43.39534,-2.696367
País Vasco,Vizcaya,Trucios-Turtzioz,43.27268,-3.288546
País Vasco,Vizcaya,Ubide,43.02683,-2.688209
País Vasco,Vizcaya,Ugao-Miraballes,43.17999,-2.902508
País Vasco,Vizcaya,Urduliz,43.37967,-2.962
País Vasco,Vizcaya,Urduña/Orduña,42.99445,-3.009623
País Vasco,Vizcaya,Valle de Trápaga-Trapagaran,43.30311,-3.035548
País Vasco,Vizcaya,Zaldibar,43.17097,-2.54713
País Vasco,Vizcaya,Zalla,43.21401,-3.135223
País Vasco,Vizcaya,Zamudio,43.28333,-2.866667
País Vasco,Vizcaya,Zaratamo,43.21151,-2.873626
País Vasco,Vizcaya,Zeanuri,43.09966,-2.749615
País Vasco,Vizcaya,Zeberio,43.15278,-2.852778
País Vasco,Vizcaya,Zierbena,43.34766,-3.086152
País Vasco,Vizcaya,Ziortza-Bolibar,43.24982,-2.550174
Valencia,Alicante/Alacant,Adsubia,38.84783,-0.1499264
Valencia,Alicante/Alacant,Agost,38.44117,-0.6395459
Valencia,Alicante/Alacant,Agres,38.77988,-0.5156772
Valencia,Alicante/Alacant,Aigües,38.49932,-0.3627366
Valencia,Alicante/Alacant,Albatera,38.1806,-0.8696246
